"o-teaser__tag","o-teaser__tag href","js-teaser-heading-link","js-teaser-heading-link href","js-teaser-standfirst-link","js-teaser-standfirst-link href","o-teaser__timestamp-date","o-teaser__image-container href","o-teaser__image src"
"Global Economy","https://www.ft.com/stream/29e67a92-a3b8-410c-9139-15abe9b47e12","Inflation and interest rates tracker: see how your country compares","https://www.ft.com/content/088d3368-bb8b-4ff3-9df7-a7680d4d81b2","Inflationary pressures are beginning to wane but not all central banks have taken action yet. See how this affects you","https://www.ft.com/content/088d3368-bb8b-4ff3-9df7-a7680d4d81b2","August 20, 2024","https://www.ft.com/content/088d3368-bb8b-4ff3-9df7-a7680d4d81b2","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F7fc1abee-68bb-4242-b943-dd5ec6f4c0d9.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Bank of England","https://www.ft.com/stream/0ee3486f-0669-4774-b8f6-0c67e3b6b18f","Will the Bank of England cut interest rates?","https://www.ft.com/content/1ce18e24-3e27-4687-9dee-96efba89a805","Market Questions is the FT’s guide to the week ahead","https://www.ft.com/content/1ce18e24-3e27-4687-9dee-96efba89a805","July 28, 2024","https://www.ft.com/content/1ce18e24-3e27-4687-9dee-96efba89a805","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fc9f017f8-b30e-42d6-b9e4-c610b86bb14a.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK interest rates","https://www.ft.com/stream/d17153e9-f07d-49ad-8dbd-4cb23d6bbc9b","BoE rate decision on a knife edge","https://www.ft.com/content/501b5c8e-a203-4045-ade5-19bc87559cb0","On-target inflation fuels calls for interest rate cut ahead of MPC meeting this week, say economists","https://www.ft.com/content/501b5c8e-a203-4045-ade5-19bc87559cb0","July 29, 2024","https://www.ft.com/content/501b5c8e-a203-4045-ade5-19bc87559cb0","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F8feb5c39-fd86-42da-b25f-bcbd6879807c.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Live blog from June 20 2024","https://www.ft.com/content/0b1d99dd-ee3e-4686-858b-0d570198103d","Bank of England keeps interest rates on hold","https://www.ft.com/content/0b1d99dd-ee3e-4686-858b-0d570198103d#post-c1980308-a774-4ce4-8db5-d8f8dd630205","The Bank of England kept interest rates steady at 5.25 per cent while signalling a reduction is possible as soon as its next policy meeting, as offici...","https://www.ft.com/content/0b1d99dd-ee3e-4686-858b-0d570198103d#post-c1980308-a774-4ce4-8db5-d8f8dd630205","","",""
"US interest rates","https://www.ft.com/stream/9577c6d4-b09e-4552-b88f-e52745abe02b","Top Fed official warns against ‘self-fulfilling’ pessimism on US economy","https://www.ft.com/content/262929cf-dd93-4171-aeea-941cbcc24e0b","Boston Federal Reserve president says central bankers must now shift focus from inflation to jobs too","https://www.ft.com/content/262929cf-dd93-4171-aeea-941cbcc24e0b","August 22, 2024","https://www.ft.com/content/262929cf-dd93-4171-aeea-941cbcc24e0b","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F0f848997-5674-4089-aa1f-cba6ae1b6c40.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US interest rates","https://www.ft.com/stream/9577c6d4-b09e-4552-b88f-e52745abe02b","Federal Reserve under fire as slowing jobs market fans fears of recession","https://www.ft.com/content/d48e4925-d2fc-4ba1-a0ae-df2c7d0b7b45","US central bank’s decision to hold interest rates at 23-year high criticised by economists and politicians","https://www.ft.com/content/d48e4925-d2fc-4ba1-a0ae-df2c7d0b7b45","August 2, 2024","https://www.ft.com/content/d48e4925-d2fc-4ba1-a0ae-df2c7d0b7b45","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fa2497b2c-efa3-428a-948b-7b3bbddd936b.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US interest rates","https://www.ft.com/stream/9577c6d4-b09e-4552-b88f-e52745abe02b","US Fed will cut interest rates just once this year, say economists","https://www.ft.com/content/644336f8-4b89-4c2f-8cc2-e1efead03824","FT-Chicago Booth poll respondents also raise their outlook for inflation","https://www.ft.com/content/644336f8-4b89-4c2f-8cc2-e1efead03824","June 11, 2024","https://www.ft.com/content/644336f8-4b89-4c2f-8cc2-e1efead03824","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F3a0e1ad2-56db-4dbf-a2f7-858244c45a36.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone interest rates","https://www.ft.com/stream/ed7a795f-ec7b-42a2-a615-0ea551bb806b","European Central Bank cuts interest rates for first time in 5 years","https://www.ft.com/content/97543fe0-32cb-4427-a1d2-aac2ea5180fc","Officials warns further reductions will depend on inflation easing","https://www.ft.com/content/97543fe0-32cb-4427-a1d2-aac2ea5180fc","June 6, 2024","https://www.ft.com/content/97543fe0-32cb-4427-a1d2-aac2ea5180fc","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F31995452-0148-4821-8199-c5b2d2b393a7.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US interest rates","https://www.ft.com/stream/9577c6d4-b09e-4552-b88f-e52745abe02b","A US recession is not off the table yet","https://www.ft.com/content/2047fcd6-485b-4279-adac-2cb785efc5e7","A bigger rate cut than the Fed envisages may be warranted in September","https://www.ft.com/content/2047fcd6-485b-4279-adac-2cb785efc5e7","August 2, 2024","https://www.ft.com/content/2047fcd6-485b-4279-adac-2cb785efc5e7","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fcd04c4c6-0668-44a4-9402-76801aa127d3.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US interest rates","https://www.ft.com/stream/9577c6d4-b09e-4552-b88f-e52745abe02b","Where is the Fed’s interest rate heading?","https://www.ft.com/content/c01a0b09-cb25-4b9a-86f0-ec7db5ad6c5f","The search for the neutral rate is proving elusive","https://www.ft.com/content/c01a0b09-cb25-4b9a-86f0-ec7db5ad6c5f","April 23, 2024","https://www.ft.com/content/c01a0b09-cb25-4b9a-86f0-ec7db5ad6c5f","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F36d0389c-d184-446d-960c-f6567f3721ab.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US interest rates","https://www.ft.com/stream/9577c6d4-b09e-4552-b88f-e52745abe02b","The radical repricing of US interest rates","https://www.ft.com/content/5f544dda-3059-47fc-b664-5434b8f7f42f","Financial markets and the Fed are searching for a convincing economic story","https://www.ft.com/content/5f544dda-3059-47fc-b664-5434b8f7f42f","April 19, 2024","https://www.ft.com/content/5f544dda-3059-47fc-b664-5434b8f7f42f","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fdc9a65d9-b5bf-40d3-9be3-996c3e5961e3.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Federal Reserve","https://www.ft.com/stream/e5533208-e5cc-4be5-aea1-c464a9a205e3","Fed’s Daly backs gradual interest rate cuts as inflation ‘confidence’ mounts","https://www.ft.com/content/f3574817-0ac5-4e45-a36c-b227a782de03","US rate-setter challenges fears of recession as global policymakers prepare for Jackson Hole meeting","https://www.ft.com/content/f3574817-0ac5-4e45-a36c-b227a782de03","August 18, 2024","https://www.ft.com/content/f3574817-0ac5-4e45-a36c-b227a782de03","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fbe56058c-64dd-48a3-bd32-3cc189be5d60.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK interest rates","https://www.ft.com/stream/d17153e9-f07d-49ad-8dbd-4cb23d6bbc9b","Bank of England lowers rates to 5% in first cut since 2020","https://www.ft.com/content/6c0d1fe5-ee7e-412e-a72d-49c1ba05d883","Knife-edge vote marks boost to Labour government’s promise to kick-start economic growth","https://www.ft.com/content/6c0d1fe5-ee7e-412e-a72d-49c1ba05d883","August 1, 2024","https://www.ft.com/content/6c0d1fe5-ee7e-412e-a72d-49c1ba05d883","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F63bfff06-810b-46ba-8422-ec62da005477.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US interest rates","https://www.ft.com/stream/9577c6d4-b09e-4552-b88f-e52745abe02b","Donald Trump versus the Fed","https://www.ft.com/content/5e93eb6f-faf0-42eb-8407-8a899e73ba38","Central bank independence underpins US economic and financial stability","https://www.ft.com/content/5e93eb6f-faf0-42eb-8407-8a899e73ba38","July 28, 2024","https://www.ft.com/content/5e93eb6f-faf0-42eb-8407-8a899e73ba38","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F4a4cdbac-d75b-4f59-8db5-ac88d6a38a17.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US interest rates","https://www.ft.com/stream/9577c6d4-b09e-4552-b88f-e52745abe02b","Jay Powell signals growing confidence that US inflation is moving towards 2% target","https://www.ft.com/content/7c34caa9-4664-4515-b743-49c16ed274ac","Latest drop in consumer prices adds to expectations that Federal Reserve will cut rates at September meeting","https://www.ft.com/content/7c34caa9-4664-4515-b743-49c16ed274ac","July 15, 2024","https://www.ft.com/content/7c34caa9-4664-4515-b743-49c16ed274ac","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F8bf73a77-b22e-466b-b547-f0532ebbc813.jpg?source=next&fit=scale-down&dpr=2&width=240"
"European Central Bank","https://www.ft.com/stream/60da3242-e372-44d6-8b46-b497ef106d88","When will the ECB next cut interest rates?","https://www.ft.com/content/224fe874-f1da-4b57-bd1b-e36015926dc3","Market Questions is the FT’s guide to the week ahead","https://www.ft.com/content/224fe874-f1da-4b57-bd1b-e36015926dc3","July 14, 2024","https://www.ft.com/content/224fe874-f1da-4b57-bd1b-e36015926dc3","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Ffd839cef-8146-4892-84c4-76b048d4904f.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Federal Reserve","https://www.ft.com/stream/e5533208-e5cc-4be5-aea1-c464a9a205e3","Federal Reserve says first cut to US interest rates could come in September","https://www.ft.com/content/d7556373-d423-4160-b864-3d7297fe6ae6","Central bank holds rates steady but comments by chair Powell boost expectations of pre-election move","https://www.ft.com/content/d7556373-d423-4160-b864-3d7297fe6ae6","July 31, 2024","https://www.ft.com/content/d7556373-d423-4160-b864-3d7297fe6ae6","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Ff4f4edf8-14a2-4478-8d7c-23e27e31a66a.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone interest rates","https://www.ft.com/stream/ed7a795f-ec7b-42a2-a615-0ea551bb806b","French fiscal doubts strengthen ECB reluctance to repeat rate cut signal","https://www.ft.com/content/67632420-d254-47c3-bce6-0fff3c3e8c12","Rate-setters warn lax fiscal policy could revive inflation and complicate efforts to lower borrowing costs","https://www.ft.com/content/67632420-d254-47c3-bce6-0fff3c3e8c12","July 15, 2024","https://www.ft.com/content/67632420-d254-47c3-bce6-0fff3c3e8c12","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fb6020e52-8300-45c5-bb93-5e540ae6ed0c.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US interest rates","https://www.ft.com/stream/9577c6d4-b09e-4552-b88f-e52745abe02b","What eight centuries of data tell us about interest rates","https://www.ft.com/content/ffb545b7-86b6-4c91-ad9b-ce75b305cadd","Research suggests that these have long been in steady decline","https://www.ft.com/content/ffb545b7-86b6-4c91-ad9b-ce75b305cadd","April 11, 2024","https://www.ft.com/content/ffb545b7-86b6-4c91-ad9b-ce75b305cadd","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F68eca797-8cd2-424f-9206-05340a10977e.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US interest rates","https://www.ft.com/stream/9577c6d4-b09e-4552-b88f-e52745abe02b","Federal Reserve chair Jay Powell signals interest rates will remain higher for longer","https://www.ft.com/content/5babf13a-3a23-4b24-947f-a958c3df0192","US central bank says there has been a ‘lack of further progress’ towards 2% inflation goal","https://www.ft.com/content/5babf13a-3a23-4b24-947f-a958c3df0192","May 1, 2024","https://www.ft.com/content/5babf13a-3a23-4b24-947f-a958c3df0192","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F4bd675ea-b1a1-4a86-89e2-8889485a1e43.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US interest rates","https://www.ft.com/stream/9577c6d4-b09e-4552-b88f-e52745abe02b","Investors price in growing chance of another Federal Reserve interest rate rise","https://www.ft.com/content/8c5da64b-766e-4993-86f5-aac95342432a","While base case remains reduction in borrowing costs, options market shows a 20% probability of increase","https://www.ft.com/content/8c5da64b-766e-4993-86f5-aac95342432a","April 23, 2024","https://www.ft.com/content/8c5da64b-766e-4993-86f5-aac95342432a","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F157f5d23-50a8-4a50-9137-0104e99bcbfb.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US interest rates","https://www.ft.com/stream/9577c6d4-b09e-4552-b88f-e52745abe02b","Investors lose hope of rapid US interest rate cuts this year","https://www.ft.com/content/3dacd0e1-9cab-4106-b1b1-b64420eec52e","Markets price in more than two quarter-point cuts, compared with more than six expected at start of 2024","https://www.ft.com/content/3dacd0e1-9cab-4106-b1b1-b64420eec52e","April 8, 2024","https://www.ft.com/content/3dacd0e1-9cab-4106-b1b1-b64420eec52e","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F01cb842b-4a5c-425b-af46-dff41a86000b.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone interest rates","https://www.ft.com/stream/ed7a795f-ec7b-42a2-a615-0ea551bb806b","European Central Bank holds interest rates at 4% in contested decision","https://www.ft.com/content/52e61581-6f66-4809-957a-2279ab173def","Some policymakers backed cut at Thursday’s meeting as bank signals it will consider such a step in June","https://www.ft.com/content/52e61581-6f66-4809-957a-2279ab173def","April 11, 2024","https://www.ft.com/content/52e61581-6f66-4809-957a-2279ab173def","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F6e91e755-85b8-4e12-a61f-a5d4b5dfa7e5.jpg?source=next&fit=scale-down&dpr=2&width=240"
"UK interest rates","https://www.ft.com/stream/d17153e9-f07d-49ad-8dbd-4cb23d6bbc9b","Bank of England holds rates at 5.25% in ‘finely balanced’ decision","https://www.ft.com/content/1c7beb93-4809-407d-bc85-7e320287a1d6","MPC deals blow to Rishi Sunak but leaves door open to post-election cut","https://www.ft.com/content/1c7beb93-4809-407d-bc85-7e320287a1d6","June 20, 2024","https://www.ft.com/content/1c7beb93-4809-407d-bc85-7e320287a1d6","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F2cd0657d-e4ee-4939-94ee-bd689f51d7e9.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Central banks","https://www.ft.com/stream/a2ba2f54-495a-448f-9be5-09875e2f7083","Political heat gives central bankers pause for thought on interest rate cuts","https://www.ft.com/content/a645ecf3-eeca-4239-aa4c-17e6a9c271f3","Federal Reserve and Bank of England weigh case for reducing borrowing costs as voters prepare to go to polls","https://www.ft.com/content/a645ecf3-eeca-4239-aa4c-17e6a9c271f3","June 10, 2024","https://www.ft.com/content/a645ecf3-eeca-4239-aa4c-17e6a9c271f3","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fff6e7676-d2f9-4aa1-91fd-690318b279d3.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Sustainable capitalism","https://www.ft.com/stream/c326f5f8-6937-48de-addc-251a2851241d","Polluters are paying higher interest rates, ECB finds","https://www.ft.com/content/c2408062-68c4-4a50-af9a-29099e95dda1","Study suggests high-emitting companies are treated as riskier borrowers","https://www.ft.com/content/c2408062-68c4-4a50-af9a-29099e95dda1","August 16, 2024","https://www.ft.com/content/c2408062-68c4-4a50-af9a-29099e95dda1","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Fb5c680b5-8f73-4d6e-b96d-aede42580395.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Eurozone interest rates","https://www.ft.com/stream/ed7a795f-ec7b-42a2-a615-0ea551bb806b","Christine Lagarde says ECB can keep rates on hold as long as needed","https://www.ft.com/content/27b95ab2-8490-4f81-b31d-12d8e5d37ffd","Eurozone policymakers not following ‘pre-determined path’ after recent cut, says president","https://www.ft.com/content/27b95ab2-8490-4f81-b31d-12d8e5d37ffd","June 10, 2024","https://www.ft.com/content/27b95ab2-8490-4f81-b31d-12d8e5d37ffd","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F9a4ab3f7-2ec9-429b-8a54-6cbdfdd3821d.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Central banks","https://www.ft.com/stream/a2ba2f54-495a-448f-9be5-09875e2f7083","European interest rates are set to diverge from the US","https://www.ft.com/content/f76884e9-bc66-4a5d-8445-4f842af5ef68","It may be a bumpy ride, although the latest evidence is encouraging","https://www.ft.com/content/f76884e9-bc66-4a5d-8445-4f842af5ef68","May 7, 2024","https://www.ft.com/content/f76884e9-bc66-4a5d-8445-4f842af5ef68","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F3d179215-7746-4cda-88d3-d41c336c5ac0.jpg?source=next&fit=scale-down&dpr=2&width=240"
"Live blog from August 1 2024","https://www.ft.com/content/7e537891-0a85-4218-ba04-121809404fec","Markets bet on BoE interest rate cut","https://www.ft.com/content/7e537891-0a85-4218-ba04-121809404fec#post-927c94bc-7628-4269-8e1d-1b164c646bed","Investors are betting on an interest rate cut from the Bank of England at noon, believing the central bank will join peers in Europe and the US in ado...","https://www.ft.com/content/7e537891-0a85-4218-ba04-121809404fec#post-927c94bc-7628-4269-8e1d-1b164c646bed","","",""
"Bank of Japan","https://www.ft.com/stream/05714202-ec5b-48df-a43a-20549355c070","Bank of Japan raises interest rates to 0.25%","https://www.ft.com/content/599790b6-abf1-4ca5-a1d9-40ccb352c9e2","Japanese central bank plans to halve monthly bond purchases as it tightens monetary policy","https://www.ft.com/content/599790b6-abf1-4ca5-a1d9-40ccb352c9e2","July 31, 2024","https://www.ft.com/content/599790b6-abf1-4ca5-a1d9-40ccb352c9e2","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2Ffb1e3881-cb85-4f35-b4e9-9c7433dd4591.jpg?source=next&fit=scale-down&dpr=2&width=240"
"US interest rates","https://www.ft.com/stream/9577c6d4-b09e-4552-b88f-e52745abe02b","An interesting disconnect in US rate-cut expectations","https://www.ft.com/content/3ced57df-1130-496c-a128-c3261f57b923","Economists and the Fed think similar things on what will happen to the US economy. So why is there a big gap in their expectations for interest rates?","https://www.ft.com/content/3ced57df-1130-496c-a128-c3261f57b923","March 26, 2024","https://www.ft.com/content/3ced57df-1130-496c-a128-c3261f57b923","https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F730c2d35-8f56-4e0d-85c3-9857db632ab5.jpg?source=next&fit=scale-down&dpr=2&width=240"
